state,county,year,total_population
CO,gunnison,2003,14254
CO,hinsdale,2003,777
CO,huerfano,2003,7934
CO,jackson,2003,1494
CO,jefferson,2003,526426
CO,kiowa,2003,1452
CO,kit carson,2003,8072
CO,lake,2003,7691
CO,la plata,2003,46258
CO,larimer,2003,268671
CO,las animas,2003,15720
CO,lincoln,2003,5786
CO,logan,2003,21286
CO,mesa,2003,124510
CO,mineral,2003,894
CO,moffat,2003,13245
CO,montezuma,2003,24239
CO,montrose,2003,35674
CO,morgan,2003,27634
CO,otero,2003,19546
CO,ouray,2003,3941
CO,park,2003,16242
CO,phillips,2003,4449
CO,pitkin,2003,14923
CO,prowers,2003,13992
CO,pueblo,2003,147931
CO,rio blanco,2003,5859
CO,rio grande,2003,12192
CO,routt,2003,20833
CO,saguache,2003,6590
CO,san juan,2003,572
CO,san miguel,2003,7121
CO,sedgwick,2003,2620
CO,summit,2003,25313
CO,teller,2003,21270
CO,washington,2003,4890
CO,weld,2003,210635
CO,yuma,2003,9827
CT,fairfield,2003,892311
CT,hartford,2003,868343
CT,litchfield,2003,186795
CT,middlesex,2003,160784
CT,new haven,2003,837258
CT,new london,2003,265341
CT,tolland,2003,144448
CT,windham,2003,112393
DE,kent,2003,134222
DE,new castle,2003,512919
DE,sussex,2003,167764
FL,alachua,2003,225862
FL,baker,2003,23285
FL,bay,2003,154726
FL,bradford,2003,27097
FL,brevard,2003,502985
FL,broward,2003,1719073
FL,calhoun,2003,12986
FL,charlotte,2003,152138
FL,citrus,2003,125757
FL,clay,2003,155357
FL,collier,2003,284896
FL,columbia,2003,59898
FL,desoto,2003,33531
FL,dixie,2003,13895
FL,duval,2003,812238
FL,escambia,2003,301040
FL,flagler,2003,62154
FL,franklin,2003,9950
FL,gadsden,2003,45223
FL,gilchrist,2003,15448
FL,glades,2003,10946
FL,gulf,2003,15210
FL,hamilton,2003,13850
FL,hardee,2003,27416
FL,hendry,2003,36424
FL,hernando,2003,142368
FL,highlands,2003,90700
FL,hillsborough,2003,1071415
FL,holmes,2003,18876
FL,indian river,2003,119836
FL,jackson,2003,46688
FL,jefferson,2003,13405
FL,lafayette,2003,7228
FL,lake,2003,246008
FL,lee,2003,490139
FL,leon,2003,248102
FL,levy,2003,35946
FL,liberty,2003,7210
FL,madison,2003,18619
FL,manatee,2003,286175
FL,marion,2003,279156
FL,martin,2003,134556
FL,miami-dade,2003,2352658
FL,monroe,2003,78880
FL,nassau,2003,61513
FL,okaloosa,2003,178644
FL,okeechobee,2003,37303
FL,orange,2003,965744
FL,osceola,2003,206016
FL,palm beach,2003,1208940
FL,pasco,2003,385513
FL,pinellas,2003,923484
FL,polk,2003,508118
FL,putnam,2003,71248
FL,st. johns,2003,142313
FL,st. lucie,2003,212555
FL,santa rosa,2003,132549
FL,sarasota,2003,345161
FL,seminole,2003,385706
FL,sumter,2003,58797
FL,suwannee,2003,36440
FL,taylor,2003,19619
FL,union,2003,13462
FL,volusia,2003,465989
FL,wakulla,2003,25699
FL,walton,2003,45721
FL,washington,2003,21299
GA,appling,2003,17729
GA,atkinson,2003,7923
GA,bacon,2003,10091
GA,baker,2003,4154
GA,baldwin,2003,45136
GA,banks,2003,15332
GA,barrow,2003,53069
GA,bartow,2003,84440
GA,ben hill,2003,17066
GA,berrien,2003,16375
GA,bibb,2003,153875
GA,bleckley,2003,11779
GA,brantley,2003,15162
GA,brooks,2003,16072
GA,bryan,2003,25847
GA,bulloch,2003,59694
GA,burke,2003,22684
GA,butts,2003,21816
GA,calhoun,2003,6147
GA,camden,2003,44477
GA,candler,2003,9889
GA,carroll,2003,98511
GA,catoosa,2003,57595
GA,charlton,2003,10648
GA,chatham,2003,236488
GA,chattahoochee,2003,17448
GA,chattooga,2003,26276
GA,cherokee,2003,165961
GA,clarke,2003,105840
GA,clay,2003,3275
GA,clayton,2003,257983
GA,clinch,2003,7012
GA,cobb,2003,643816
GA,coffee,2003,38756
GA,colquitt,2003,42801
GA,columbia,2003,96391
GA,cook,2003,15896
GA,coweta,2003,100684
GA,crawford,2003,12438
GA,crisp,2003,21755
GA,dade,2003,15723
GA,dawson,2003,18403
GA,decatur,2003,28064
GA,dekalb,2003,697130
GA,dodge,2003,19517
GA,dooly,2003,11532
GA,dougherty,2003,95574
GA,douglas,2003,101460
GA,early,2003,12166
GA,echols,2003,3946
GA,effingham,2003,42630
GA,elbert,2003,20610
GA,emanuel,2003,21859
GA,evans,2003,11239
GA,fannin,2003,21146
GA,fayette,2003,98032
GA,floyd,2003,93461
GA,forsyth,2003,123112
GA,franklin,2003,21053
GA,fulton,2003,881850
GA,gilmer,2003,25868
GA,glascock,2003,2554
GA,glynn,2003,69913
GA,gordon,2003,47550
GA,grady,2003,23852
GA,greene,2003,15127
GA,gwinnett,2003,666768
GA,habersham,2003,38188
GA,hall,2003,155887
GA,hancock,2003,9627
GA,haralson,2003,27297
GA,harris,2003,25743
GA,hart,2003,23119
GA,heard,2003,11099
GA,henry,2003,149461
GA,houston,2003,119996
GA,irwin,2003,10007
GA,jackson,2003,46952
GA,jasper,2003,12440
GA,jeff davis,2003,12797
GA,jefferson,2003,16840
GA,jenkins,2003,8560
GA,johnson,2003,8906
GA,jones,2003,25401
GA,lamar,2003,16239
GA,lanier,2003,7354
GA,laurens,2003,46210
GA,lee,2003,28837
GA,liberty,2003,60714
GA,lincoln,2003,8319
GA,long,2003,10482
GA,lowndes,2003,95047
GA,lumpkin,2003,23549
GA,mcduffie,2003,21176
GA,mcintosh,2003,10935
GA,macon,2003,13867
GA,madison,2003,26929
GA,marion,2003,7020
GA,meriwether,2003,22740
GA,miller,2003,6238
GA,mitchell,2003,23665
GA,monroe,2003,23222
GA,montgomery,2003,8756
GA,morgan,2003,16602
GA,murray,2003,39252
GA,muscogee,2003,182788
GA,newton,2003,75699
GA,oconee,2003,27958
GA,oglethorpe,2003,13219
GA,paulding,2003,99199
GA,peach,2003,24407
GA,pickens,2003,26688
GA,pierce,2003,16239
GA,pike,2003,15020
GA,polk,2003,39616
GA,pulaski,2003,9660
GA,putnam,2003,19272
GA,quitman,2003,2526
GA,rabun,2003,15818
GA,randolph,2003,7469
GA,richmond,2003,198345
GA,rockdale,2003,74656
GA,schley,2003,3789
GA,screven,2003,15160
GA,seminole,2003,9155
GA,spalding,2003,60369
GA,stephens,2003,25336
GA,stewart,2003,4986
GA,sumter,2003,32997
GA,talbot,2003,6483
GA,taliaferro,2003,1921
GA,tattnall,2003,22255
GA,taylor,2003,8806
GA,telfair,2003,12758
GA,terrell,2003,10897
GA,thomas,2003,43427
GA,tift,2003,39270
GA,toombs,2003,26191
GA,towns,2003,9937
GA,treutlen,2003,6972
GA,troup,2003,60162
GA,turner,2003,9523
GA,twiggs,2003,10779
GA,union,2003,19004
GA,upson,2003,27619
GA,walker,2003,62187
GA,walton,2003,69204
GA,ware,2003,35160
GA,warren,2003,6183
GA,washington,2003,20970
GA,wayne,2003,27679
GA,webster,2003,2278
GA,wheeler,2003,6502
GA,white,2003,22631
GA,whitfield,2003,86972
GA,wilcox,2003,8675
GA,wilkes,2003,10604
GA,wilkinson,2003,10173
GA,worth,2003,21723
HI,hawaii,2003,156340
HI,honolulu,2003,888026
HI,kalawao,2003,129
HI,kauai,2003,60061
HI,maui,2003,134742
ID,ada,2003,326207
ID,adams,2003,3447
ID,bannock,2003,77327
ID,bear lake,2003,6133
ID,benewah,2003,8898
ID,bingham,2003,42403
ID,blaine,2003,20767
ID,boise,2003,7159
ID,bonner,2003,38565
ID,bonneville,2003,86208
ID,boundary,2003,10013
ID,butte,2003,2816
ID,camas,2003,1028
ID,canyon,2003,150979
ID,caribou,2003,7106
ID,cassia,2003,21195
ID,clark,2003,886
ID,clearwater,2003,8336
ID,custer,2003,4084
ID,elmore,2003,28888
ID,franklin,2003,11674
ID,fremont,2003,12205
ID,gem,2003,15544
ID,gooding,2003,14213
ID,idaho,2003,15186
ID,jefferson,2003,19985
ID,jerome,2003,18705
ID,kootenai,2003,116910
ID,latah,2003,36085
ID,lemhi,2003,7601
ID,lewis,2003,3630
ID,lincoln,2003,4219
ID,madison,2003,31092
ID,minidoka,2003,19166
ID,nez perce,2003,37697
ID,oneida,2003,4071
ID,owyhee,2003,10898
ID,payette,2003,21253
ID,power,2003,7429
ID,shoshone,2003,12812
ID,teton,2003,7006
ID,twin falls,2003,66775
ID,valley,2003,7629
ID,washington,2003,9879
IL,adams,2003,67188
IL,alexander,2003,9038
IL,bond,2003,18062
IL,boone,2003,46089
IL,brown,2003,6847
IL,bureau,2003,34958
IL,calhoun,2003,5097
IL,carroll,2003,16328
IL,cass,2003,13642
IL,champaign,2003,185280
IL,christian,2003,34944
IL,clark,2003,16819
IL,clay,2003,14065
IL,clinton,2003,35839
IL,coles,2003,52337
IL,cook,2003,5330484
IL,crawford,2003,19920
IL,cumberland,2003,10912
IL,dekalb,2003,94804
IL,de witt,2003,16494
IL,douglas,2003,19729
IL,dupage,2003,920457
IL,edgar,2003,19124
IL,edwards,2003,6792
IL,effingham,2003,34422
IL,fayette,2003,21086
IL,ford,2003,14034
IL,franklin,2003,38958
IL,fulton,2003,37516
IL,gallatin,2003,6148
IL,greene,2003,14339
IL,grundy,2003,39414
IL,hamilton,2003,8318
IL,hancock,2003,19386
IL,hardin,2003,4737
IL,henderson,2003,7944
IL,henry,2003,50263
IL,iroquois,2003,30539
IL,jackson,2003,58750
IL,jasper,2003,9900
IL,jefferson,2003,40028
IL,jersey,2003,21938
IL,jo daviess,2003,22430
IL,johnson,2003,13445
IL,kane,2003,453855
IL,kankakee,2003,106096
IL,kendall,2003,66868
IL,knox,2003,53939
IL,lake,2003,676086
IL,lasalle,2003,110468
IL,lawrence,2003,16407
IL,lee,2003,35096
IL,livingston,2003,38572
IL,logan,2003,30486
IL,mcdonough,2003,33001
IL,mchenry,2003,286909
IL,mclean,2003,157257
IL,macon,2003,110656
IL,macoupin,2003,48709
IL,madison,2003,263023
IL,marion,2003,40454
IL,marshall,2003,12905
IL,mason,2003,15711
IL,massac,2003,15043
IL,menard,2003,12473
IL,mercer,2003,16751
IL,monroe,2003,29936
IL,montgomery,2003,30176
IL,morgan,2003,35958
IL,moultrie,2003,14284
IL,ogle,2003,52808
IL,peoria,2003,181901
IL,perry,2003,22618
IL,piatt,2003,16287
IL,pike,2003,16790
IL,pope,2003,4612
IL,pulaski,2003,6946
IL,putnam,2003,6074
IL,randolph,2003,33064
IL,richland,2003,16049
IL,rock island,2003,147044
IL,st. clair,2003,257753
IL,saline,2003,26112
IL,sangamon,2003,191850
IL,schuyler,2003,6974
IL,scott,2003,5429
IL,shelby,2003,22370
IL,stark,2003,6174
IL,stephenson,2003,47996
IL,tazewell,2003,127768
IL,union,2003,18137
IL,vermilion,2003,82364
IL,wabash,2003,12541
IL,warren,2003,18114
IL,washington,2003,15110
IL,wayne,2003,16791
IL,white,2003,14948
IL,whiteside,2003,59546
IL,will,2003,580392
IL,williamson,2003,62315
IL,winnebago,2003,285120
IL,woodford,2003,36021
IN,adams,2003,33699
IN,allen,2003,339275
IN,bartholomew,2003,72009
IN,benton,2003,9100
IN,blackford,2003,13722
IN,boone,2003,49160
IN,brown,2003,15125
IN,carroll,2003,20302
IN,cass,2003,40182
IN,clark,2003,99191
IN,clay,2003,26627
IN,clinton,2003,33732
IN,crawford,2003,10967
IN,daviess,2003,29817
IN,dearborn,2003,47748
IN,decatur,2003,24739
IN,dekalb,2003,40918
IN,delaware,2003,119020
IN,dubois,2003,40210
IN,elkhart,2003,187890
IN,fayette,2003,24882
IN,floyd,2003,71203
IN,fountain,2003,17597
IN,franklin,2003,22614
IN,fulton,2003,20221
IN,gibson,2003,32730
IN,grant,2003,71585
IN,greene,2003,33126
IN,hamilton,2003,219820
IN,hancock,2003,59222
IN,harrison,2003,35395
IN,hendricks,2003,118401
IN,henry,2003,47664
IN,howard,2003,84521
IN,huntington,2003,38071
IN,jackson,2003,41530
IN,jasper,2003,30780
IN,jay,2003,21556
IN,jefferson,2003,31911
IN,jennings,2003,27848
IN,johnson,2003,124013
IN,knox,2003,38429
IN,kosciusko,2003,74924
IN,lagrange,2003,35754
IN,lake,2003,484460
IN,laporte,2003,108761
IN,lawrence,2003,46022
IN,madison,2003,131616
IN,marion,2003,865923
IN,marshall,2003,45791
IN,martin,2003,10203
IN,miami,2003,36829
IN,monroe,2003,122498
IN,montgomery,2003,37498
IN,morgan,2003,68448
IN,newton,2003,14287
IN,noble,2003,46896
IN,ohio,2003,5748
IN,orange,2003,19503
IN,owen,2003,22572
IN,parke,2003,17503
IN,perry,2003,18772
IN,pike,2003,12754
IN,porter,2003,151553
IN,posey,2003,26733
IN,pulaski,2003,13745
IN,putnam,2003,36650
IN,randolph,2003,26573
IN,ripley,2003,27164
IN,rush,2003,17984
IN,st. joseph,2003,264714
IN,scott,2003,23455
IN,shelby,2003,43403
IN,spencer,2003,20160
IN,starke,2003,23333
IN,steuben,2003,33552
IN,sullivan,2003,21675
IN,switzerland,2003,9414
IN,tippecanoe,2003,152553
IN,tipton,2003,16402
IN,union,2003,7136
IN,vanderburgh,2003,172850
IN,vermillion,2003,16396
IN,vigo,2003,104770
IN,wabash,2003,34109
IN,warren,2003,8588
IN,warrick,2003,54160
IN,washington,2003,27573
IN,wayne,2003,69910
IN,wells,2003,27754
IN,white,2003,24621
IN,whitley,2003,31545
IA,adair,2003,7916
IA,adams,2003,4321
IA,allamakee,2003,14371
IA,appanoose,2003,13452
IA,audubon,2003,6438
IA,benton,2003,26176
IA,black hawk,2003,126026
IA,boone,2003,26123
IA,bremer,2003,23273
IA,buchanan,2003,20778
IA,buena vista,2003,19990
IA,butler,2003,14782
IA,calhoun,2003,10522
IA,carroll,2003,20984
IA,cass,2003,14228
IA,cedar,2003,18058
IA,cerro gordo,2003,45142
IA,cherokee,2003,12347
IA,chickasaw,2003,12550
IA,clarke,2003,9211
IA,clay,2003,16957
IA,clayton,2003,18107
IA,clinton,2003,49487
IA,crawford,2003,16752
IA,dallas,2003,46308
IA,davis,2003,8494
IA,decatur,2003,8469
IA,delaware,2003,17977
IA,des moines,2003,41152
IA,dickinson,2003,16318
IA,dubuque,2003,90116
IA,emmet,2003,10684
IA,fayette,2003,21299
IA,floyd,2003,16511
IA,franklin,2003,10588
IA,fremont,2003,7704
IA,greene,2003,10000
IA,grundy,2003,12241
IA,guthrie,2003,11310
IA,hamilton,2003,16151
IA,hancock,2003,11771
IA,hardin,2003,18213
IA,harrison,2003,15544
IA,henry,2003,20105
IA,howard,2003,9713
IA,humboldt,2003,10014
IA,ida,2003,7445
IA,iowa,2003,15827
IA,jackson,2003,20098
IA,jasper,2003,37400
IA,jefferson,2003,15721
IA,johnson,2003,117459
IA,jones,2003,20212
IA,keokuk,2003,11194
IA,kossuth,2003,16294
IA,lee,2003,36472
IA,linn,2003,196706
IA,louisa,2003,12175
IA,lucas,2003,9473
IA,lyon,2003,11559
IA,madison,2003,14454
IA,mahaska,2003,22021
IA,marion,2003,32277
IA,marshall,2003,39033
IA,mills,2003,14596
IA,mitchell,2003,10826
IA,monona,2003,9682
IA,monroe,2003,7812
IA,montgomery,2003,11188
IA,muscatine,2003,41680
IA,o'brien,2003,14589
IA,osceola,2003,6811
IA,page,2003,16166
IA,palo alto,2003,9664
IA,plymouth,2003,24584
IA,pocahontas,2003,8143
IA,polk,2003,390092
IA,pottawattamie,2003,88055
IA,poweshiek,2003,18806
IA,ringgold,2003,5263
IA,sac,2003,10848
IA,scott,2003,158808
IA,shelby,2003,12747
IA,sioux,2003,31782
IA,story,2003,81453
IA,tama,2003,17846
IA,taylor,2003,6737
IA,union,2003,11881
IA,van buren,2003,7671
IA,wapello,2003,35716
IA,warren,2003,41943
IA,washington,2003,20994
IA,wayne,2003,6568
IA,webster,2003,39372
IA,winnebago,2003,11303
IA,winneshiek,2003,20896
IA,woodbury,2003,102441
IA,worth,2003,7719
IA,wright,2003,13624
KS,allen,2003,13872
KS,anderson,2003,8107
KS,atchison,2003,16688
KS,barber,2003,4952
KS,barton,2003,27777
KS,bourbon,2003,15100
KS,brown,2003,10282
KS,butler,2003,60494
KS,chase,2003,2952
KS,chautauqua,2003,4153
KS,cherokee,2003,21913
KS,cheyenne,2003,2931
KS,clark,2003,2290
KS,clay,2003,8557
KS,cloud,2003,9787
KS,coffey,2003,8720
KS,comanche,2003,1904
KS,cowley,2003,35384
KS,crawford,2003,38537
KS,decatur,2003,3260
KS,dickinson,2003,19007
KS,doniphan,2003,8052
KS,douglas,2003,106231
KS,edwards,2003,3231
KS,elk,2003,3108
KS,ellis,2003,27302
KS,ellsworth,2003,6350
KS,finney,2003,40043
KS,ford,2003,32505
KS,franklin,2003,25706
KS,geary,2003,28643
KS,gove,2003,2868
KS,graham,2003,2776
KS,grant,2003,7634
KS,gray,2003,5991
KS,greeley,2003,1392
KS,greenwood,2003,7489
KS,hamilton,2003,2678
KS,harper,2003,6184
KS,harvey,2003,33314
KS,haskell,2003,4151
KS,hodgeman,2003,2117
KS,jackson,2003,12992
KS,jefferson,2003,18486
KS,jewell,2003,3420
KS,johnson,2003,486338
KS,kearny,2003,4349
KS,kingman,2003,8427
KS,kiowa,2003,3107
KS,labette,2003,22127
KS,lane,2003,1943
KS,leavenworth,2003,71205
KS,lincoln,2003,3489
KS,linn,2003,9669
KS,logan,2003,2845
KS,lyon,2003,35735
KS,mcpherson,2003,29171
KS,marion,2003,13000
KS,marshall,2003,10449
KS,meade,2003,4554
KS,miami,2003,28926
KS,mitchell,2003,6650
KS,montgomery,2003,34648
KS,morris,2003,5923
KS,morton,2003,3325
KS,nemaha,2003,10408
KS,neosho,2003,16437
KS,ness,2003,3193
KS,norton,2003,5727
KS,osage,2003,16659
KS,osborne,2003,4114
KS,ottawa,2003,6091
KS,pawnee,2003,6764
KS,phillips,2003,5626
KS,pottawatomie,2003,18539
KS,pratt,2003,9441
KS,rawlins,2003,2765
KS,reno,2003,63667
KS,republic,2003,5296
KS,rice,2003,10442
KS,riley,2003,65474
KS,rooks,2003,5378
KS,rush,2003,3390
KS,russell,2003,6936
KS,saline,2003,53738
KS,scott,2003,4775
KS,sedgwick,2003,460981
KS,seward,2003,22688
KS,shawnee,2003,170744
KS,sheridan,2003,2603
KS,sherman,2003,6237
KS,smith,2003,4219
KS,stafford,2003,4529
KS,stanton,2003,2350
KS,stevens,2003,5308
KS,sumner,2003,25011
KS,thomas,2003,7905
KS,trego,2003,3087
KS,wabaunsee,2003,6686
KS,wallace,2003,1605
KS,washington,2003,6149
KS,wichita,2003,2388
KS,wilson,2003,10053
KS,woodson,2003,3552
KS,wyandotte,2003,155790
KY,adair,2003,17645
KY,allen,2003,18143
KY,anderson,2003,19657
KY,ballard,2003,8230
KY,barren,2003,38981
KY,bath,2003,11442
KY,bell,2003,29579
KY,boone,2003,96717
KY,bourbon,2003,19442
KY,boyd,2003,49495
KY,boyle,2003,27807
KY,bracken,2003,8439
KY,breathitt,2003,15689
KY,breckinridge,2003,18900
KY,bullitt,2003,66566
KY,butler,2003,13217
KY,caldwell,2003,12779
KY,calloway,2003,34718
KY,campbell,2003,87774
KY,carlisle,2003,5275
KY,carroll,2003,10310
KY,carter,2003,27231
KY,casey,2003,15857
KY,christian,2003,77171
KY,clark,2003,33825
KY,clay,2003,24300
KY,clinton,2003,9538
KY,crittenden,2003,9157
KY,cumberland,2003,7076
KY,daviess,2003,92144
KY,edmonson,2003,11794
KY,elliott,2003,6808
KY,estill,2003,15063
KY,fayette,2003,271441
KY,fleming,2003,14363
KY,floyd,2003,42077
KY,franklin,2003,48079
KY,fulton,2003,7431
KY,gallatin,2003,7990
KY,garrard,2003,15831
KY,grant,2003,23893
KY,graves,2003,37168
KY,grayson,2003,24594
KY,green,2003,11609
KY,greenup,2003,36929
KY,hancock,2003,8440
KY,hardin,2003,95349
KY,harlan,2003,31807
KY,harrison,2003,18122
KY,hart,2003,17780
KY,henderson,2003,44958
KY,henry,2003,15436
KY,hickman,2003,5163
KY,hopkins,2003,46402
KY,jackson,2003,13448
KY,jefferson,2003,698411
KY,jessamine,2003,41335
KY,johnson,2003,23410
KY,kenton,2003,152382
KY,knott,2003,17502
KY,knox,2003,31699
KY,larue,2003,13272
KY,laurel,2003,55096
KY,lawrence,2003,15783
KY,lee,2003,7869
KY,leslie,2003,12048
KY,letcher,2003,24672
KY,lewis,2003,13656
KY,lincoln,2003,24253
KY,livingston,2003,9682
KY,logan,2003,26607
KY,lyon,2003,8160
KY,mccracken,2003,64421
KY,mccreary,2003,16980
KY,mclean,2003,9836
KY,madison,2003,75204
KY,magoffin,2003,13208
KY,marion,2003,18547
KY,marshall,2003,30399
KY,martin,2003,12279
KY,mason,2003,16694
KY,meade,2003,27320
KY,menifee,2003,6683
KY,mercer,2003,21258
KY,metcalfe,2003,9963
KY,monroe,2003,11710
KY,montgomery,2003,23429
KY,morgan,2003,14230
KY,muhlenberg,2003,31505
KY,nelson,2003,39478
KY,nicholas,2003,6973
KY,ohio,2003,23014
KY,oldham,2003,50823
KY,owen,2003,10895
KY,owsley,2003,4712
KY,pendleton,2003,14848
KY,perry,2003,29327
KY,pike,2003,66831
KY,powell,2003,13274
KY,pulaski,2003,57576
KY,robertson,2003,2286
KY,rockcastle,2003,16538
KY,rowan,2003,22225
KY,russell,2003,16496
KY,scott,2003,36534
KY,shelby,2003,35829
KY,simpson,2003,16634
KY,spencer,2003,14145
KY,taylor,2003,23409
KY,todd,2003,11860
KY,trigg,2003,12724
KY,trimble,2003,8641
KY,union,2003,15542
KY,warren,2003,96487
KY,washington,2003,11175
KY,wayne,2003,20315
KY,webster,2003,13924
KY,whitley,2003,36975
KY,wolfe,2003,6945
KY,woodford,2003,23610
LA,acadia parish,2003,58740
LA,allen parish,2003,25186
LA,ascension parish,2003,83760
LA,assumption parish,2003,23081
LA,avoyelles parish,2003,41607
LA,beauregard parish,2003,33313
LA,bienville parish,2003,15161
LA,bossier parish,2003,101803
LA,caddo parish,2003,249387
LA,calcasieu parish,2003,183589
LA,caldwell parish,2003,10448
LA,cameron parish,2003,9688
LA,catahoula parish,2003,10556
LA,claiborne parish,2003,16425
LA,concordia parish,2003,19477
LA,de soto parish,2003,25635
LA,east baton rouge parish,2003,411473
LA,east carroll parish,2003,8833
LA,east feliciana parish,2003,20909
LA,evangeline parish,2003,34897
LA,franklin parish,2003,20615
LA,grant parish,2003,18739
LA,iberia parish,2003,73390
LA,iberville parish,2003,32734
LA,jackson parish,2003,15187
LA,jefferson parish,2003,451533
LA,jefferson davis parish,2003,30871
LA,lafayette parish,2003,193915
LA,lafourche parish,2003,91236
LA,la salle parish,2003,14094
LA,lincoln parish,2003,42357
LA,livingston parish,2003,101066
LA,madison parish,2003,12617
LA,morehouse parish,2003,30263
LA,natchitoches parish,2003,38694
LA,orleans parish,2003,467761
LA,ouachita parish,2003,147890
LA,plaquemines parish,2003,27644
LA,pointe coupee parish,2003,22199
LA,rapides parish,2003,126806
LA,red river parish,2003,9413
