Year,Drug/Alcohol Induced Cause Code,Deaths,county,state
2007,D1,34.0,pinal , AZ
2007,D1,17.0,yavapai , AZ
2007,D1,17.0,yuma , AZ
2007,D1,13.0,benton , AR
2007,D1,13.0,pulaski , AR
2007,D1,12.0,sebastian , AR
2007,D1,163.0,alameda , CA
2007,D1,58.0,butte , CA
2007,D1,77.0,ra costa , CA
2007,D1,33.0,el dorado , CA
2007,D1,70.0,fresno , CA
2007,D1,39.0,humboldt , CA
2007,D1,19.0,imperial , CA
2007,D1,109.0,kern , CA
2007,D1,16.0,kings , CA
2007,D1,137.0,pima , AZ
2007,D1,15.0,navajo , AZ
2007,D1,19.0,mohave , AZ
2007,D1,411.0,maricopa , AZ
2007,D1,51.0,will , IL
2007,D1,24.0,baldwin , AL
2007,D1,11.0,alhoun , AL
2007,D1,10.0,houston , AL
2007,D1,16.0,lauderdale , AL
2007,D1,11.0,madison , AL
2007,D1,49.0,mobile , AL
2007,D1,14.0,lake , CA
2007,D1,15.0,morgan , AL
2007,D1,26.0,shelby , AL
2007,D1,29.0,tuscaloosa , AL
2007,D1,19.0,walker , AL
2007,D1,37.0,anchorage borough, AK
2007,D1,10.0,matanuska-susitna borough, AK
2007,D1,13.0,chise , AZ
2007,D1,10.0,gila , AZ
2007,D1,10.0,st. clair , AL
2007,D1,636.0,los angeles , CA
2007,D1,10.0,marin , CA
2007,D1,18.0,mendocino , CA
2007,D1,68.0,stanislaus , CA
2007,D1,19.0,tulare , CA
2007,D1,14.0,tuolumne , CA
2007,D1,70.0,ventura , CA
2007,D1,10.0,yolo , CA
2007,D1,51.0,adams , CO
2007,D1,75.0,arapahoe , CO
2007,D1,41.0,sonoma , CA
2007,D1,33.0,boulder , CO
2007,D1,11.0,douglas , CO
2007,D1,63.0,el paso , CO
2007,D1,41.0,jefferson , CO
2007,D1,30.0,larimer , CO
2007,D1,21.0,weld , CO
2007,D1,61.0,fairfield , CT
2007,D1,106.0,hartford , CT
2007,D1,109.0,denver , CO
2007,D1,18.0,middlesex , CT
2007,D1,27.0,solano , CA
2007,D1,36.0,santa cruz , CA
2007,D1,16.0,merced , CA
2007,D1,15.0,monterey , CA
2007,D1,10.0,napa , CA
2007,D1,11.0,nevada , CA
2007,D1,216.0,orange , CA
2007,D1,40.0,placer , CA
2007,D1,178.0,riverside , CA
2007,D1,35.0,shasta , CA
2007,D1,159.0,sacramento , CA
2007,D1,269.0,san diego , CA
2007,D1,153.0,san francisco , CA
2007,D1,85.0,san joaquin , CA
2007,D1,27.0,san luis obispo , CA
2007,D1,47.0,san mateo , CA
2007,D1,37.0,santa barbara , CA
2007,D1,101.0,santa clara , CA
2007,D1,46.0,san bernardino , CA
2007,D1,34.0,winnebago , IL
2007,D1,67.0,jefferson , AL
2007,D1,10.0,bartholomew , IN
2007,D1,17.0,washington , RI
2007,D1,76.0,providence , RI
2007,D1,14.0,kent , RI
2007,D1,36.0,york , PA
2007,D1,52.0,westmoreland , PA
2007,D1,17.0,washington , PA
2007,D1,21.0,schuylkill , PA
2007,D1,326.0,philadelphia , PA
2007,D1,22.0,northampton , PA
2007,D1,63.0,montgomery , PA
2007,D1,23.0,monroe , PA
2007,D1,23.0,mercer , PA
2007,D1,51.0,luzerne , PA
2007,D1,28.0,lehigh , PA
2007,D1,13.0,lawrence , PA
2007,D1,38.0,lancaster , PA
2007,D1,36.0,lackawanna , PA
2007,D1,11.0,franklin , PA
2007,D1,19.0,fayette , PA
2007,D1,19.0,aiken , SC
2007,D1,25.0,anderson , SC
2007,D1,11.0,berkeley , SC
2007,D1,44.0,harleston , SC
2007,D1,10.0,mcminn , TN
2007,D1,13.0,lawrence , TN
2007,D1,66.0,knox , TN
2007,D1,17.0,jefferson , TN
2007,D1,12.0,hawkins , TN
2007,D1,30.0,hamilton , TN
2007,D1,20.0,hamblen , TN
2007,D1,75.0,davidson , TN
2007,D1,12.0,ampbell , TN
2007,D1,26.0,erie , PA
2007,D1,23.0,bradley , TN
2007,D1,16.0,york , SC
2007,D1,35.0,spartanburg , SC
2007,D1,20.0,richland , SC
2007,D1,18.0,pickens , SC
2007,D1,17.0,oconee , SC
2007,D1,26.0,lexington , SC
2007,D1,29.0,horry , SC
2007,D1,55.0,greenville , SC
2007,D1,14.0,georgetown , SC
2007,D1,24.0,blount , TN
2007,D1,80.0,delaware , PA
2007,D1,21.0,dauphin , PA
2007,D1,19.0,mberland , PA
2007,D1,19.0,warren , OH
2007,D1,63.0,trumbull , OH
2007,D1,66.0,summit , OH
2007,D1,25.0,stark , OH
2007,D1,19.0,scioto , OH
2007,D1,19.0,ross , OH
2007,D1,11.0,richland , OH
2007,D1,11.0,portage , OH
2007,D1,131.0,montgomery , OH
2007,D1,10.0,anadian , OK
2007,D1,12.0,miami , OH
2007,D1,74.0,lucas , OH
2007,D1,16.0,lorain , OH
2007,D1,14.0,licking , OH
2007,D1,30.0,lake , OH
2007,D1,10.0,hocking , OH
2007,D1,97.0,hamilton , OH
2007,D1,20.0,greene , OH
2007,D1,197.0,franklin , OH
2007,D1,13.0,fairfield , OH
2007,D1,26.0,mahoning , OH
2007,D1,15.0,montgomery , TN
2007,D1,24.0,leveland , OK
2007,D1,14.0,reek , OK
2007,D1,10.0,learfield , PA
2007,D1,30.0,hester , PA
2007,D1,38.0,ambria , PA
2007,D1,17.0,butler , PA
2007,D1,67.0,bucks , PA
2007,D1,13.0,blair , PA
2007,D1,20.0,beaver , PA
2007,D1,195.0,allegheny , PA
2007,D1,27.0,washington , OR
2007,D1,15.0,manche , OK
2007,D1,129.0,multnomah , OR
2007,D1,35.0,lane , OR
2007,D1,13.0,josephine , OR
2007,D1,10.0,jackson , OR
2007,D1,32.0,lackamas , OR
2007,D1,17.0,wagoner , OK
2007,D1,125.0,tulsa , OK
2007,D1,12.0,pottawatomie , OK
2007,D1,120.0,oklahoma , OK
2007,D1,12.0,muskogee , OK
2007,D1,29.0,marion , OR
2007,D1,10.0,putnam , TN
2007,D1,24.0,rutherford , TN
2007,D1,13.0,sevier , TN
2007,D1,14.0,fayette , WV
2007,D1,39.0,abell , WV
2007,D1,12.0,berkeley , WV
2007,D1,24.0,yakima , WA
2007,D1,12.0,whatcom , WA
2007,D1,20.0,thurston , WA
2007,D1,88.0,spokane , WA
2007,D1,95.0,snohomish , WA
2007,D1,12.0,skagit , WA
2007,D1,11.0,hancock , WV
2007,D1,98.0,pierce , WA
2007,D1,23.0,kitsap , WA
2007,D1,212.0,king , WA
2007,D1,11.0,grant , WA
2007,D1,15.0,wlitz , WA
2007,D1,41.0,lark , WA
2007,D1,19.0,lallam , WA
2007,D1,17.0,benton , WA
2007,D1,34.0,virginia beach ci, VA
2007,D1,32.0,richmond ci, VA
2007,D1,12.0,lewis , WA
2007,D1,36.0,norfolk ci, VA
2007,D1,14.0,harrison , WV
2007,D1,23.0,kanawha , WV
2007,D1,18.0,allen , IN
2007,D1,11.0,laramie , WY
2007,D1,22.0,winnebago , WI
2007,D1,18.0,waukesha , WI
2007,D1,11.0,washington , WI
2007,D1,10.0,walworth , WI
2007,D1,22.0,rock , WI
2007,D1,17.0,racine , WI
2007,D1,170.0,milwaukee , WI
2007,D1,11.0,jefferson , WV
2007,D1,27.0,kenosha , WI
2007,D1,10.0,brown , WI
2007,D1,12.0,wyoming , WV
2007,D1,19.0,raleigh , WV
2007,D1,10.0,mingo , WV
2007,D1,21.0,mercer , WV
2007,D1,11.0,mason , WV
2007,D1,12.0,marion , WV
2007,D1,15.0,mcdowell , WV
2007,D1,16.0,logan , WV
2007,D1,34.0,dane , WI
2007,D1,11.0,delaware , OH
2007,D1,20.0,hesapeake ci, VA
2007,D1,12.0,tazewell , VA
2007,D1,15.0,lubbock , TX
2007,D1,20.0,liberty , TX
2007,D1,27.0,jefferson , TX
2007,D1,19.0,hidalgo , TX
2007,D1,425.0,harris , TX
2007,D1,49.0,galveston , TX
2007,D1,19.0,fort bend , TX
2007,D1,48.0,el paso , TX
2007,D1,21.0,ector , TX
2007,D1,12.0,mclennan , TX
2007,D1,32.0,denton , TX
2007,D1,23.0,llin , TX
2007,D1,11.0,ameron , TX
2007,D1,22.0,brazoria , TX
2007,D1,104.0,bexar , TX
2007,D1,10.0,bell , TX
2007,D1,10.0,wilson , TN
2007,D1,10.0,warren , TN
2007,D1,17.0,sullivan , TN
2007,D1,102.0,shelby , TN
2007,D1,193.0,dallas , TX
2007,D1,24.0,wise , VA
2007,D1,12.0,midland , TX
2007,D1,37.0,nueces , TX
2007,D1,11.0,stafford , VA
2007,D1,12.0,pulaski , VA
2007,D1,14.0,henrico , VA
2007,D1,35.0,fairfax , VA
2007,D1,11.0,dickenson , VA
2007,D1,14.0,hesterfield , VA
2007,D1,12.0,rutland , VT
2007,D1,15.0,weber , UT
2007,D1,23.0,utah , UT
2007,D1,58.0,montgomery , TX
2007,D1,53.0,salt lake , UT
2007,D1,17.0,williamson , TX
2007,D1,13.0,wichita , TX
2007,D1,17.0,webb , TX
2007,D1,75.0,travis , TX
2007,D1,10.0,taylor , TX
2007,D1,118.0,tarrant , TX
2007,D1,18.0,smith , TX
2007,D1,12.0,san patricio , TX
2007,D1,21.0,orange , TX
2007,D1,11.0,davis , UT
2007,D1,137.0,ahoga , OH
2007,D1,10.0,russell , VA
2007,D1,39.0,lermont , OH
2007,D1,25.0,alhoun , MI
2007,D1,15.0,berrien , MI
2007,D1,17.0,allegan , MI
2007,D1,75.0,worcester , MA
2007,D1,121.0,suffolk , MA
2007,D1,61.0,plymouth , MA
2007,D1,60.0,norfolk , MA
2007,D1,135.0,middlesex , MA
2007,D1,15.0,hampshire , MA
2007,D1,10.0,eaton , MI
2007,D1,58.0,hampden , MA
2007,D1,77.0,bristol , MA
2007,D1,15.0,berkshire , MA
2007,D1,37.0,barnstable , MA
2007,D1,20.0,york , ME
2007,D1,14.0,penobscot , ME
2007,D1,10.0,oxford , ME
2007,D1,15.0,kennebec , ME
2007,D1,31.0,mberland , ME
2007,D1,15.0,washington parish, LA
2007,D1,104.0,essex , MA
2007,D1,16.0,terrebonne parish, LA
2007,D1,18.0,genesee , MI
2007,D1,14.0,kalamazoo , MI
2007,D1,15.0,boone , MO
2007,D1,16.0,rankin , MS
2007,D1,12.0,pearl river , MS
2007,D1,42.0,jackson , MS
2007,D1,30.0,harrison , MS
2007,D1,12.0,hancock , MS
2007,D1,11.0,st. louis , MN
2007,D1,43.0,ramsey , MN
2007,D1,80.0,hennepin , MN
2007,D1,24.0,ingham , MI
2007,D1,16.0,anoka , MN
2007,D1,14.0,shiawassee , MI
2007,D1,16.0,st. clair , MI
2007,D1,10.0,roscommon , MI
2007,D1,20.0,oakland , MI
2007,D1,27.0,muskegon , MI
2007,D1,29.0,monroe , MI
2007,D1,128.0,macomb , MI
2007,D1,14.0,livingston , MI
2007,D1,51.0,kent , MI
2007,D1,251.0,wayne , MI
2007,D1,10.0,ass , MO
2007,D1,27.0,tangipahoa parish, LA
2007,D1,14.0,st. landry parish, LA
2007,D1,13.0,scott , IA
2007,D1,22.0,polk , IA
2007,D1,15.0,linn , IA
2007,D1,24.0,vanderburgh , IN
2007,D1,16.0,tippecanoe , IN
2007,D1,11.0,starke , IN
2007,D1,13.0,shelby , IN
2007,D1,23.0,st. joseph , IN
2007,D1,11.0,porter , IN
2007,D1,20.0,johnson , KS
2007,D1,10.0,monroe , IN
2007,D1,22.0,madison , IN
2007,D1,16.0,la porte , IN
2007,D1,17.0,lake , IN
2007,D1,18.0,henry , IN
2007,D1,13.0,hamilton , IN
2007,D1,15.0,grant , IN
2007,D1,11.0,delaware , IN
2007,D1,12.0,rawford , OH
2007,D1,12.0,lark , IN
2007,D1,48.0,marion , IN
2007,D1,63.0,st. tammany parish, LA
2007,D1,51.0,sedgwick , KS
2007,D1,13.0,bell , KY
2007,D1,11.0,st. charles parish, LA
2007,D1,18.0,ouachita parish, LA
2007,D1,46.0,orleans parish, LA
2007,D1,25.0,livingston parish, LA
2007,D1,12.0,lafourche parish, LA
2007,D1,31.0,lafayette parish, LA
2007,D1,117.0,jefferson parish, LA
2007,D1,34.0,east baton rouge parish, LA
2007,D1,32.0,addo parish, LA
2007,D1,14.0,wyandotte , KS
2007,D1,18.0,bossier parish, LA
2007,D1,30.0,pike , KY
2007,D1,12.0,laurel , KY
2007,D1,74.0,jefferson , KY
2007,D1,11.0,hardin , KY
2007,D1,19.0,floyd , KY
2007,D1,38.0,fayette , KY
2007,D1,16.0,daviess , KY
2007,D1,11.0,ampbell , KY
2007,D1,18.0,boone , KY
2007,D1,11.0,ascension parish, LA
2007,D1,25.0,lay , MO
2007,D1,11.0,arter , KY
2007,D1,66.0,greene , MO
2007,D1,10.0,leveland , NC
2007,D1,29.0,atawba , NC
2007,D1,10.0,aldwell , NC
2007,D1,17.0,abarrus , NC
2007,D1,25.0,burke , NC
2007,D1,27.0,buncombe , NC
2007,D1,11.0,alamance , NC
2007,D1,55.0,westchester , NY
2007,D1,10.0,ulster , NY
2007,D1,20.0,mberland , NC
2007,D1,10.0,sullivan , NY
2007,D1,10.0,steuben , NY
2007,D1,10.0,saratoga , NY
2007,D1,46.0,richmond , NY
2007,D1,132.0,queens , NY
2007,D1,11.0,oswego , NY
2007,D1,25.0,orange , NY
2007,D1,29.0,onondaga , NY
2007,D1,124.0,new york , NY
2007,D1,102.0,nassau , NY
2007,D1,158.0,suffolk , NY
2007,D1,43.0,monroe , NY
2007,D1,19.0,davidson , NC
2007,D1,28.0,forsyth , NC
2007,D1,45.0,butler , OH
2007,D1,20.0,lark , OH
2007,D1,13.0,franklin , MO
2007,D1,13.0,athens , OH
2007,D1,18.0,wilkes , NC
2007,D1,10.0,wayne , NC
2007,D1,42.0,wake , NC
2007,D1,11.0,stanly , NC
2007,D1,15.0,rutherford , NC
2007,D1,22.0,durham , NC
2007,D1,17.0,rowan , NC
2007,D1,15.0,randolph , NC
2007,D1,10.0,orange , NC
2007,D1,15.0,onslow , NC
2007,D1,20.0,new hanover , NC
2007,D1,13.0,mcdowell , NC
2007,D1,22.0,iredell , NC
2007,D1,10.0,henderson , NC
2007,D1,41.0,guilford , NC
2007,D1,39.0,gaston , NC
2007,D1,19.0,rockingham , NC
2007,D1,198.0,kings , NY
2007,D1,50.0,mecklenburg , NC
2007,D1,25.0,dutchess , NY
2007,D1,10.0,mberland , NJ
2007,D1,97.0,amden , NJ
2007,D1,27.0,burlington , NJ
2007,D1,43.0,bergen , NJ
2007,D1,26.0,atlantic , NJ
2007,D1,10.0,strafford , NH
2007,D1,33.0,rockingham , NH
2007,D1,18.0,merrimack , NH
2007,D1,43.0,hillsborough , NH
2007,D1,12.0,arroll , NH
2007,D1,13.0,belknap , NH
2007,D1,306.0,lark , NV
2007,D1,11.0,lancaster , NE
2007,D1,21.0,douglas , NE
2007,D1,10.0,flathead , MT
2007,D1,50.0,st. louis ci, MO
2007,D1,63.0,st. louis , MO
2007,D1,15.0,erie , NY
2007,D1,74.0,jackson , MO
2007,D1,19.0,jefferson , MO
2007,D1,24.0,st. charles , MO
2007,D1,63.0,essex , NJ
2007,D1,47.0,gloucester , NJ
2007,D1,63.0,washoe , NV
2007,D1,26.0,mercer , NJ
2007,D1,13.0,albany , NY
2007,D1,157.0,bronx , NY
2007,D1,34.0,hudson , NJ
2007,D1,10.0,broome , NY
2007,D1,17.0,valencia , NM
2007,D1,26.0,santa fe , NM
2007,D1,17.0,rio arriba , NM
2007,D1,12.0,lea , NM
2007,D1,24.0,dona ana , NM
2007,D1,157.0,bernalillo , NM
2007,D1,14.0,sandoval , NM
2007,D1,12.0,somerset , NJ
2007,D1,38.0,middlesex , NJ
2007,D1,45.0,monmouth , NJ
2007,D1,26.0,union , NJ
2007,D1,54.0,ocean , NJ
2007,D1,28.0,passaic , NJ
2007,D1,18.0,morris , NJ
2007,D1,10.0,salem , NJ
2008,D1,78.0,amden , NJ
2008,D1,78.0,washoe , NV
2008,D1,29.0,hillsborough , NH
2008,D1,289.0,lark , NV
2008,D1,16.0,merrimack , NH
2008,D1,19.0,rockingham , NH
2008,D1,19.0,sandoval , NM
2008,D1,31.0,atlantic , NJ
2008,D1,49.0,bergen , NJ
2008,D1,34.0,burlington , NJ
2008,D1,10.0,lancaster , NE
2008,D1,10.0,douglas , NV
2008,D1,11.0,nye , NV
2008,D1,10.0,ape may , NJ
2008,D1,27.0,morris , NJ
2008,D1,39.0,gloucester , NJ
2008,D1,14.0,eddy , NM
2008,D1,23.0,dona ana , NM
2008,D1,30.0,douglas , NE
2008,D1,24.0,rio arriba , NM
2008,D1,10.0,haves , NM
2008,D1,176.0,bernalillo , NM
2008,D1,54.0,essex , NJ
2008,D1,24.0,union , NJ
2008,D1,44.0,ocean , NJ
2008,D1,38.0,monmouth , NJ
2008,D1,50.0,middlesex , NJ
2008,D1,16.0,mercer , NJ
2008,D1,10.0,hunterdon , NJ
2008,D1,40.0,hudson , NJ
2008,D1,30.0,passaic , NJ
2008,D1,13.0,missoula , MT
2008,D1,29.0,harrison , MS
2008,D1,10.0,ascade , MT
2008,D1,14.0,desoto , MS
2008,D1,38.0,ramsey , MN
2008,D1,78.0,hennepin , MN
2008,D1,13.0,dakota , MN
2008,D1,13.0,anoka , MN
2008,D1,222.0,wayne , MI
2008,D1,10.0,hancock , MS
2008,D1,11.0,washtenaw , MI
2008,D1,14.0,shiawassee , MI
2008,D1,22.0,st. clair , MI
2008,D1,15.0,san juan , NM
2008,D1,16.0,oakland , MI
2008,D1,22.0,monroe , MI
2008,D1,14.0,muskegon , MI
2008,D1,16.0,van buren , MI
2008,D1,11.0,flathead , MT
2008,D1,24.0,jackson , MS
2008,D1,14.0,rankin , MS
2008,D1,50.0,st. louis ci, MO
2008,D1,10.0,webster , MO
2008,D1,91.0,st. louis , MO
2008,D1,10.0,st. francois , MO
2008,D1,25.0,st. charles , MO
2008,D1,11.0,platte , MO
2008,D1,15.0,pearl river , MS
2008,D1,20.0,jefferson , MO
2008,D1,67.0,jackson , MO
2008,D1,66.0,greene , MO
2008,D1,17.0,franklin , MO
2008,D1,22.0,lay , MO
2008,D1,12.0,ass , MO
2008,D1,19.0,boone , MO
2008,D1,14.0,jasper , MO
2008,D1,27.0,santa fe , NM
2008,D1,16.0,pitt , NC
2008,D1,15.0,albany , NY
2008,D1,14.0,union , NC
2008,D1,12.0,stokes , NC
2008,D1,10.0,sampson , NC
2008,D1,18.0,rutherford , NC
2008,D1,25.0,rowan , NC
2008,D1,19.0,rockingham , NC
2008,D1,51.0,wake , NC
2008,D1,10.0,robeson , NC
2008,D1,10.0,onslow , NC
2008,D1,31.0,new hanover , NC
2008,D1,53.0,mecklenburg , NC
2008,D1,14.0,mcdowell , NC
2008,D1,17.0,iredell , NC
2008,D1,17.0,henderson , NC
2008,D1,13.0,randolph , NC
2008,D1,12.0,haywood , NC
2008,D1,11.0,wayne , NC
2008,D1,10.0,ashtabula , OH
2008,D1,15.0,lawrence , OH
2008,D1,15.0,lake , OH
2008,D1,134.0,macomb , MI
2008,D1,15.0,jefferson , OH
2008,D1,113.0,hamilton , OH
2008,D1,31.0,greene , OH
2008,D1,27.0,wilkes , NC
2008,D1,181.0,franklin , OH
2008,D1,144.0,ahoga , OH
2008,D1,10.0,linton , OH
2008,D1,39.0,lermont , OH
2008,D1,19.0,lark , OH
2008,D1,55.0,butler , OH
2008,D1,12.0,brown , OH
2008,D1,11.0,delaware , OH
2008,D1,13.0,valencia , NM
2008,D1,10.0,harnett , NC
2008,D1,35.0,gaston , NC
2008,D1,14.0,rockland , NY
2008,D1,49.0,richmond , NY
2008,D1,110.0,queens , NY
2008,D1,29.0,orange , NY
2008,D1,45.0,onondaga , NY
2008,D1,16.0,niagara , NY
2008,D1,15.0,saratoga , NY
2008,D1,112.0,new york , NY
2008,D1,53.0,monroe , NY
2008,D1,163.0,kings , NY
2008,D1,54.0,erie , NY
2008,D1,26.0,dutchess , NY
2008,D1,12.0,broome , NY
2008,D1,120.0,bronx , NY
2008,D1,110.0,nassau , NY
2008,D1,28.0,guilford , NC
2008,D1,167.0,suffolk , NY
2008,D1,55.0,westchester , NY
2008,D1,31.0,forsyth , NC
2008,D1,22.0,durham , NC
2008,D1,28.0,davidson , NC
2008,D1,23.0,mberland , NC
2008,D1,12.0,raven , NC
2008,D1,18.0,leveland , NC
2008,D1,14.0,sullivan , NY
2008,D1,18.0,atawba , NC
2008,D1,18.0,aldwell , NC
2008,D1,21.0,abarrus , NC
2008,D1,23.0,burke , NC
2008,D1,19.0,buncombe , NC
2008,D1,15.0,brunswick , NC
2008,D1,19.0,alamance , NC
2008,D1,10.0,arteret , NC
2008,D1,21.0,livingston , MI
2008,D1,22.0,kane , IL
2008,D1,17.0,kalamazoo , MI
2008,D1,11.0,muscogee , GA
2008,D1,18.0,paulding , GA
2008,D1,16.0,richmond , GA
2008,D1,15.0,whitfield , GA
2008,D1,12.0,hawaii , HI
2008,D1,71.0,honolulu , HI
2008,D1,26.0,ada , ID
2008,D1,13.0,bonneville , ID
2008,D1,13.0,kootenai , ID
2008,D1,10.0,hampaign , IL
2008,D1,472.0,k , IL
2008,D1,81.0,dupage , IL
2008,D1,15.0,kankakee , IL
2008,D1,11.0,kendall , IL
2008,D1,72.0,lake , IL
2008,D1,15.0,lasalle , IL
2008,D1,26.0,mchenry , IL
2008,D1,14.0,henry , IN
2008,D1,20.0,elkhart , IN
2008,D1,16.0,delaware , IN
2008,D1,15.0,lark , IN
2008,D1,14.0,bartholomew , IN
2008,D1,22.0,allen , IN
2008,D1,11.0,murray , GA
2008,D1,60.0,winnebago , IL
2008,D1,17.0,tazewell , IL
2008,D1,27.0,st. clair , IL
2008,D1,11.0,rock island , IL
2008,D1,18.0,peoria , IL
2008,D1,32.0,madison , IL
2008,D1,15.0,mclean , IL
2008,D1,50.0,will , IL
2008,D1,19.0,henry , GA
2008,D1,14.0,hall , GA
2008,D1,32.0,gwinnett , GA
2008,D1,71.0,sarasota , FL
2008,D1,21.0,santa rosa , FL
2008,D1,34.0,st. lucie , FL
2008,D1,73.0,polk , FL
2008,D1,236.0,pinellas , FL
2008,D1,129.0,pasco , FL
2008,D1,41.0,seminole , FL
2008,D1,203.0,palm beach , FL
2008,D1,99.0,orange , FL
2008,D1,11.0,okeechobee , FL
2008,D1,16.0,okaloosa , FL
2008,D1,17.0,nassau , FL
2008,D1,27.0,licking , OH
2008,D1,18.0,monroe , FL
2008,D1,18.0,osceola , FL
2008,D1,17.0,lake , IN
2008,D1,81.0,volusia , FL
2008,D1,14.0,bartow , GA
2008,D1,12.0,glynn , GA
2008,D1,94.0,fulton , GA
2008,D1,13.0,forsyth , GA
2008,D1,13.0,floyd , GA
2008,D1,10.0,douglas , GA
2008,D1,33.0,dekalb , GA
2008,D1,10.0,barrow , GA
2008,D1,10.0,weta , GA
2008,D1,13.0,layton , GA
2008,D1,16.0,herokee , GA
2008,D1,17.0,hatham , GA
2008,D1,11.0,atoosa , GA
2008,D1,24.0,arroll , GA
2008,D1,14.0,bibb , GA
2008,D1,60.0,bb , GA
2008,D1,17.0,madison , IN
2008,D1,48.0,marion , IN
2008,D1,14.0,monroe , IN
2008,D1,19.0,penobscot , ME
2008,D1,10.0,kennebec , ME
2008,D1,31.0,mberland , ME
2008,D1,13.0,androscoggin , ME
2008,D1,14.0,terrebonne parish, LA
2008,D1,21.0,tangipahoa parish, LA
2008,D1,23.0,york , ME
2008,D1,51.0,st. tammany parish, LA
2008,D1,16.0,st. landry parish, LA
2008,D1,18.0,ouachita parish, LA
2008,D1,50.0,orleans parish, LA
2008,D1,32.0,livingston parish, LA
2008,D1,25.0,lafayette parish, LA
2008,D1,81.0,jefferson parish, LA
2008,D1,11.0,st. mary parish, LA
2008,D1,30.0,east baton rouge parish, LA
2008,D1,15.0,prince george's , MD
2008,D1,26.0,barnstable , MA
2008,D1,20.0,ingham , MI
2008,D1,65.0,genesee , MI
2008,D1,21.0,alhoun , MI
2008,D1,15.0,berrien , MI
2008,D1,84.0,worcester , MA
2008,D1,83.0,suffolk , MA
2008,D1,11.0,baltimore ci, MD
2008,D1,49.0,plymouth , MA
2008,D1,123.0,middlesex , MA
2008,D1,14.0,hampshire , MA
2008,D1,50.0,hampden , MA
2008,D1,66.0,essex , MA
2008,D1,89.0,bristol , MA
2008,D1,10.0,berkshire , MA
2008,D1,72.0,norfolk , MA
2008,D1,46.0,kent , MI
2008,D1,17.0,addo parish, LA
2008,D1,12.0,ascension parish, LA
2008,D1,13.0,bell , KY
2008,D1,11.0,bath , KY
2008,D1,15.0,wyandotte , KS
2008,D1,14.0,shawnee , KS
2008,D1,48.0,sedgwick , KS
2008,D1,25.0,johnson , KS
2008,D1,19.0,boone , KY
2008,D1,16.0,scott , IA
2008,D1,12.0,linn , IA
2008,D1,10.0,wayne , IN
2008,D1,10.0,wabash , IN
2008,D1,35.0,vanderburgh , IN
2008,D1,15.0,st. joseph , IN
2008,D1,23.0,porter , IN
2008,D1,28.0,polk , IA
2008,D1,16.0,bossier parish, LA
2008,D1,24.0,boyd , KY
2008,D1,20.0,ampbell , KY
2008,D1,26.0,pike , KY
2008,D1,14.0,perry , KY
2008,D1,13.0,montgomery , KY
2008,D1,10.0,madison , KY
2008,D1,15.0,knox , KY
2008,D1,14.0,jessamine , KY
2008,D1,10.0,breathitt , KY
2008,D1,78.0,jefferson , KY
2008,D1,10.0,greenup , KY
2008,D1,15.0,floyd , KY
2008,D1,24.0,fayette , KY
2008,D1,11.0,daviess , KY
2008,D1,12.0,lark , KY
2008,D1,15.0,arter , KY
2008,D1,11.0,hopkins , KY
2008,D1,18.0,lorain , OH
2008,D1,28.0,escambia , FL
2008,D1,42.0,mahoning , OH
2008,D1,38.0,marion , FL
2008,D1,45.0,manatee , FL
2008,D1,14.0,leon , FL
2008,D1,76.0,lee , FL
2008,D1,24.0,lake , FL
2008,D1,29.0,indian river , FL
2008,D1,218.0,hillsborough , FL
2008,D1,45.0,hernando , FL
2008,D1,89.0,duval , FL
2008,D1,10.0,lumbia , FL
2008,D1,50.0,llier , FL
2008,D1,19.0,lay , FL
2008,D1,25.0,itrus , FL
2008,D1,242.0,broward , FL
2008,D1,109.0,brevard , FL
2008,D1,23.0,bay , FL
2008,D1,36.0,district of columbia, DC
2008,D1,50.0,jefferson , CO
2008,D1,32.0,larimer , CO
2008,D1,15.0,pueblo , CO
2008,D1,15.0,weld , CO
2008,D1,69.0,fairfield , CT
2008,D1,73.0,hartford , CT
2008,D1,13.0,winnebago , WI
2008,D1,24.0,litchfield , CT
2008,D1,106.0,new haven , CT
2008,D1,22.0,new london , CT
2008,D1,16.0,windham , CT
2008,D1,11.0,kent , DE
2008,D1,67.0,new castle , DE
2008,D1,19.0,sussex , DE
2008,D1,18.0,middlesex , CT
2008,D1,26.0,waukesha , WI
2008,D1,13.0,rock , WI
2008,D1,15.0,racine , WI
2008,D1,11.0,stevens , WA
2008,D1,104.0,spokane , WA
2008,D1,109.0,snohomish , WA
2008,D1,10.0,skagit , WA
2008,D1,108.0,pierce , WA
2008,D1,11.0,lewis , WA
2008,D1,19.0,thurston , WA
2008,D1,15.0,kitsap , WA
2008,D1,12.0,grays harbor , WA
2008,D1,11.0,grant , WA
2008,D1,20.0,wlitz , WA
2008,D1,44.0,lark , WA
2008,D1,17.0,lallam , WA
2008,D1,10.0,benton , WA
2008,D1,206.0,king , WA
2008,D1,63.0,el paso , CO
2008,D1,17.0,whatcom , WA
2008,D1,19.0,berkeley , WV
2008,D1,165.0,milwaukee , WI
2008,D1,26.0,kenosha , WI
2008,D1,38.0,dane , WI
2008,D1,18.0,wyoming , WV
2008,D1,12.0,wood , WV
2008,D1,15.0,raleigh , WV
2008,D1,10.0,yakima , WA
2008,D1,13.0,monongalia , WV
2008,D1,26.0,mercer , WV
